Survey,CSA,CBSA,MONCOV,CBSA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
201912,422,29460, ,Lakeland-Winter Haven  FL ,6078,6078,1354354,15,30,2851,11,44,8284,92,1880,233737,6052,6052,1347869,15,30,2851,11,44,8284,92,1880,233737
201912,422,36740, ,Orlando-Kissimmee-Sanford  FL ,15017,15017,4118611,129,258,47887,38,150,24268,196,9353,1045650,13362,13362,3636551,128,256,47387,37,147,23784,171,8823,995283
201912,422,45540,C,The Villages  FL ,2657,2657,693743,0,0,0,0,0,0,8,271,46334,2657,2657,693743,0,0,0,0,0,0,8,271,46334
201912,425,37620, ,Parkersburg-Vienna  WV ,51,51,10334,9,18,1736,12,48,3840,0,0,0,51,51,10334,9,18,1736,12,48,3840,0,0,0
201912,426,37860,C,Pensacola-Ferry Pass-Brent  FL ,2705,2705,539949,36,72,11223,5,17,1190,4,397,43690,2649,2649,527718,35,70,10982,5,17,1190,4,397,43690
201912,428,12100,C,Atlantic City-Hammonton  NJ ,363,363,104237,4,8,1088,0,0,0,53,585,42297,338,338,91534,4,8,1088,0,0,0,39,377,23370
201912,428,20100,C,Dover  DE ,1217,1217,174148,21,42,4509,0,0,0,13,82,6392,1027,1027,150868,21,42,4509,0,0,0,13,82,6392
201912,428,36140,C,Ocean City  NJ ,550,550,232000,90,180,28908,13,42,3745,19,98,2483,550,550,232000,90,180,28908,13,42,3745,19,98,2483
201912,428,37980,C,Philadelphia-Camden-Wilmington  PA-NJ-DE-MD ,6920,6920,1353841,197,394,59154,212,724,115723,414,7384,724597,4479,4479,1005079,186,372,57036,209,715,115188,338,6821,670339
201912,428,39740, ,Reading  PA ,40,40,8419,0,0,0,0,0,0,0,0,0,24,24,3916,0,0,0,0,0,0,0,0,0
201912,428,47220,C,Vineland-Bridgeton  NJ ,136,136,11832,0,0,0,0,0,0,0,0,0,116,116,10336,0,0,0,0,0,0,0,0,0
201912,429,38060,C,Phoenix-Mesa-Chandler  AZ ,24937,24937,6649553,332,664,84629,50,166,36904,224,9633,1370709,24476,24476,6558798,322,644,82549,49,163,36604,211,8310,1143241
201912,430,38300, ,Pittsburgh  PA ,903,903,280590,6,12,2349,12,46,5851,17,594,61285,646,646,212473,2,4,940,12,46,5851,4,20,2170
201912,430,48260, ,Weirton-Steubenville  WV-OH ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201912,438,30340, ,Lewiston-Auburn  ME ,55,55,11104,2,4,885,0,0,0,1,53,9350,44,44,9168,2,4,885,0,0,0,1,53,9350
201912,438,38860, ,Portland-South Portland  ME ,1250,1250,344387,83,166,33565,4,13,1992,41,730,97419,689,689,193724,76,152,30885,2,6,500,24,273,25130
201912,440,10540, ,Albany-Lebanon  OR ,384,384,88858,0,0,0,0,0,0,26,250,23550,341,341,80358,0,0,0,0,0,0,18,210,20201
201912,440,18700, ,Corvallis  OR ,92,92,22774,0,0,0,6,24,5355,6,300,48798,92,92,22774,0,0,0,6,24,5355,6,300,48798
201912,440,31020, ,Longview  WA ,230,230,52254,0,0,0,0,0,0,0,0,0,230,230,52254,0,0,0,0,0,0,0,0,0
201912,440,38900, ,Portland-Vancouver-Hillsboro  OR-WA ,7636,7636,2215045,135,270,52208,38,134,19794,287,8716,1059863,5501,5501,1569150,131,262,50434,35,124,18473,273,8556,1040734
201912,440,41420, ,Salem  OR ,711,711,212526,25,50,9708,4,13,2254,47,748,70743,711,711,212526,25,50,9708,4,13,2254,47,748,70743
201912,444,39380,C,Pueblo  CO ,484,484,78253,0,0,0,1,4,510,0,0,0,484,484,78253,0,0,0,1,4,510,0,0,0
201912,450,20500,C,Durham-Chapel Hill  NC ,3561,3561,808072,3,6,490,7,28,7000,54,2200,329396,1490,1490,410370,1,2,150,0,0,0,17,348,48800
201912,450,39580,C,Raleigh-Cary  NC ,11687,11687,2488761,12,24,3544,8,29,5291,77,3232,379890,11663,11663,2484561,12,24,3544,8,29,5291,77,3232,379890
201912,452,39660, ,Rapid City  SD ,407,407,95198,19,38,5806,6,24,2300,10,189,18536,407,407,95198,19,38,5806,6,24,2300,10,189,18536
201912,454,39820, ,Redding  CA ,227,227,66072,0,0,0,0,0,0,3,67,7218,227,227,66072,0,0,0,0,0,0,3,67,7218
201912,456,16180,C,Carson City  NV ,172,172,45786,0,0,0,1,3,382,6,73,7289,172,172,45786,0,0,0,1,3,382,6,73,7289
201912,456,39900,C,Reno  NV ,2083,2083,587340,23,46,4600,17,58,8294,148,3002,375469,388,388,100727,1,2,49,4,12,2092,39,948,106206
201912,462,40340, ,Rochester  MN ,344,344,90337,0,0,0,0,0,0,13,478,53394,344,344,90337,0,0,0,0,0,0,13,478,53394
201912,464,40380, ,Rochester  NY ,1039,1039,271508,18,36,4937,15,52,5024,57,795,104774,934,934,253729,18,36,4937,11,40,4254,52,763,102202
201912,466,40420, ,Rockford  IL ,179,179,23826,32,64,8792,2,7,980,0,0,0,179,179,23826,32,64,8792,2,7,980,0,0,0
201912,472,40900,C,Sacramento-Roseville-Folsom  CA ,7174,7174,2142235,85,170,29948,9,34,5991,57,1995,309447,7159,7159,2138757,85,170,29948,9,34,5991,57,1995,309447
201912,474,13020, ,Bay City  MI ,13,13,3291,0,0,0,0,0,0,0,0,0,13,13,3291,0,0,0,0,0,0,0,0,0
201912,474,33220, ,Midland  MI ,39,39,5572,3,6,766,0,0,0,0,0,0,38,38,5364,3,6,766,0,0,0,0,0,0
201912,474,40980, ,Saginaw  MI ,31,31,7150,1,2,400,8,31,1550,0,0,0,31,31,7150,1,2,400,8,31,1550,0,0,0
201912,476,41180, ,St. Louis  MO-IL ,5208,5208,1462191,42,84,10158,45,170,22383,95,1524,162441,4156,4156,1081797,41,82,9755,42,161,21306,77,1204,119216
201912,480,41540, ,Salisbury  MD-DE ,3344,3344,485408,58,116,14774,26,97,10022,46,269,36400,3313,3313,479857,58,116,14774,26,97,10022,46,269,36400
201912,482,36260, ,Ogden-Clearfield  UT ,2554,2554,659632,6,12,1935,50,179,25221,67,810,94754,2378,2378,620118,5,10,1625,43,156,22165,56,726,83938
201912,482,39340, ,Provo-Orem  UT ,5409,5409,1539792,8,16,2462,19,73,11956,69,1435,213323,5300,5300,1491406,8,16,2462,16,62,11097,69,1435,213323
201912,482,41620, ,Salt Lake City  UT ,4774,4774,1164625,89,178,23195,48,170,30611,124,5488,801305,3584,3584,924680,58,116,17746,33,115,22492,114,5291,771588
201912,484,41700,C,San Antonio-New Braunfels  TX ,9129,9129,2112620,43,86,10973,40,156,16969,211,6548,718679,8146,8146,1937869,43,86,10973,38,150,16969,205,6514,711433
201912,488,32900, ,Merced  CA ,175,175,39908,0,0,0,0,0,0,0,0,0,175,175,39908,0,0,0,0,0,0,0,0,0
201912,488,33700, ,Modesto  CA ,16,16,2946,0,0,0,0,0,0,0,0,0,16,16,2946,0,0,0,0,0,0,0,0,0
201912,488,41860,C,San Francisco-Oakland-Berkeley  CA ,4058,4058,1519130,63,126,36838,43,152,36434,212,9796,2246730,3272,3272,1188861,49,98,23804,23,83,18691,123,7908,1836937
201912,488,41940,C,San Jose-Sunnyvale-Santa Clara  CA ,2565,2565,916238,13,26,7175,15,53,12939,124,3841,661727,1605,1605,559637,10,20,5585,6,21,4153,87,2620,409455
201912,488,42100, ,Santa Cruz-Watsonville  CA ,128,128,27104,0,0,0,8,26,2985,18,110,11188,0,0,0,0,0,0,0,0,0,0,0,0
201912,488,42220, ,Santa Rosa-Petaluma  CA ,1993,1993,676981,0,0,0,0,0,0,13,251,41604,1993,1993,676981,0,0,0,0,0,0,13,251,41604
201912,488,44700, ,Stockton  CA ,1869,1869,596840,0,0,0,0,0,0,24,334,40970,819,819,267319,0,0,0,0,0,0,24,334,40970
201912,488,46700, ,Vallejo  CA ,816,816,235718,0,0,0,0,0,0,0,0,0,816,816,235718,0,0,0,0,0,0,0,0,0
201912,496,25980, ,Hinesville  GA ,286,286,63320,2,4,377,0,0,0,20,464,48803,286,286,63320,2,4,377,0,0,0,20,464,48803
201912,496,42340, ,Savannah  GA ,2179,2179,528879,1,2,292,1,4,340,34,442,38299,1299,1299,338391,0,0,0,1,4,340,9,242,28299
201912,500,14740,C,Bremerton-Silverdale-Port Orchard  WA ,931,931,285491,5,10,2323,1,4,950,9,172,14510,931,931,285491,5,10,2323,1,4,950,9,172,14510
201912,500,34580, ,Mount Vernon-Anacortes  WA ,359,359,91978,1,2,401,0,0,0,0,0,0,359,359,91978,1,2,401,0,0,0,0,0,0
201912,500,36500, ,Olympia-Lacey-Tumwater  WA ,787,787,204311,14,28,5201,8,27,2982,36,846,85562,712,712,188352,14,28,5201,8,27,2982,27,778,82669
201912,500,42660,C,Seattle-Tacoma-Bellevue  WA ,8756,8756,3002684,287,574,128452,245,862,167168,424,16392,2254515,8103,8103,2738204,275,550,122830,239,842,164000,397,15480,2147213
201912,508,43340,C,Shreveport-Bossier City  LA ,1046,1046,220954,0,0,0,0,0,0,0,0,0,438,438,83177,0,0,0,0,0,0,0,0,0
201912,515,21140, ,Elkhart-Goshen  IN ,236,236,59236,0,0,0,0,0,0,0,0,0,236,236,59236,0,0,0,0,0,0,0,0,0
201912,515,35660, ,Niles  MI ,19,19,5232,0,0,0,0,0,0,0,0,0,16,16,4762,0,0,0,0,0,0,0,0,0
201912,515,43780, ,South Bend-Mishawaka  IN-MI ,322,322,94872,0,0,0,0,0,0,0,0,0,321,321,94576,0,0,0,0,0,0,0,0,0
201912,518,17660, ,Coeur dAlene  ID ,1424,1424,346598,31,62,10174,9,35,1417,53,852,83601,1007,1007,249524,24,48,7222,8,32,1208,42,562,50725
201912,518,44060, ,Spokane-Spokane Valley  WA ,1883,1883,493329,107,214,35896,4,15,2561,53,1181,138625,1883,1883,493329,107,214,35896,4,15,2561,53,1181,138625
201912,522,44100, ,Springfield  IL ,67,67,20521,14,28,4995,0,0,0,7,84,3500,59,59,18519,14,28,4995,0,0,0,7,84,3500
201912,524,44300, ,State College  PA ,257,257,77287,2,4,480,0,0,0,1,50,7000,257,257,77287,2,4,480,0,0,0,1,50,7000
201912,532,45060, ,Syracuse  NY ,257,257,55195,3,6,627,1,3,269,0,0,0,243,243,53051,3,6,627,1,3,269,0,0,0
201912,534,45780, ,Toledo  OH ,769,769,193116,7,14,2490,7,28,1990,20,453,25596,753,753,191314,7,14,2490,7,28,1990,19,448,25196
201912,536,46060,C,Tucson  AZ ,3183,3183,944513,18,36,7379,0,0,0,64,1032,152711,2491,2491,770511,3,6,3497,0,0,0,0,0,0
201912,538,46140,C,Tulsa  OK ,3371,3371,739726,17,34,2757,4,16,1520,26,879,116207,3309,3309,726261,17,34,2757,4,16,1520,19,783,108822
201912,540,46340, ,Tyler  TX ,392,392,108489,8,16,1692,2,8,1074,0,0,0,392,392,108489,8,16,1692,2,8,1074,0,0,0
201912,545,47260, ,Virginia Beach-Norfolk-Newport News  VA-NC ,4245,4245,966048,15,30,3356,12,43,6436,50,1465,109550,3626,3626,837830,9,18,2204,12,43,6436,50,1465,109550
201912,548,12580,C,Baltimore-Columbia-Towson  MD ,4798,4798,1006822,36,72,8514,7,25,5878,39,2068,336661,4798,4798,1006822,36,72,8514,7,25,5878,39,2068,336661
201912,548,15680,C,California-Lexington Park  MD ,615,615,135607,4,8,1300,0,0,0,6,66,11825,615,615,135607,4,8,1300,0,0,0,6,66,11825
201912,548,16540,C,Chambersburg-Waynesboro  PA ,332,332,68232,1,2,296,0,0,0,11,55,6342,195,195,40671,1,2,296,0,0,0,0,0,0
201912,548,25180, ,Hagerstown-Martinsburg  MD-WV ,1341,1341,274462,11,22,3868,32,128,10240,2,32,2350,1341,1341,274462,11,22,3868,32,128,10240,2,32,2350
201912,548,47900, ,Washington-Arlington-Alexandria  DC-VA-MD-WV ,12528,12528,2975362,76,152,14454,22,83,8288,206,13534,1796101,11669,11669,2758640,72,144,13482,22,83,8288,182,12840,1714728
201912,548,49020, ,Winchester  VA-WV ,682,682,145151,0,0,0,23,81,10554,2,96,1600,682,682,145151,0,0,0,23,81,10554,2,96,1600
201912,554,48140, ,Wausau-Weston  WI ,180,180,36966,13,26,3030,0,0,0,1,87,9500,56,56,13765,13,26,3030,0,0,0,1,87,9500
201912,556,48620, ,Wichita  KS ,916,916,189803,178,356,29565,7,25,3445,13,159,11126,148,148,39551,34,68,7242,4,16,2620,0,0,0
201912,558,48700, ,Williamsport  PA ,8,8,2108,5,10,1520,0,0,0,0,0,0,7,7,1850,5,10,1520,0,0,0,0,0,0
201912,566,49660, ,Youngstown-Warren-Boardman  OH-PA ,203,203,42143,2,4,407,1,3,467,0,0,0,203,203,42143,2,4,407,1,3,467,0,0,0
201912,999,10180, ,Abilene  TX ,334,334,68795,8,16,2093,0,0,0,0,0,0,333,333,68567,8,16,2093,0,0,0,0,0,0
201912,999,10500, ,Albany  GA ,143,143,16557,0,0,0,0,0,0,10,220,32839,18,18,3691,0,0,0,0,0,0,10,220,32839
201912,999,10780, ,Alexandria  LA ,174,174,43745,0,0,0,0,0,0,0,0,0,105,105,25548,0,0,0,0,0,0,0,0,0
201912,999,10900, ,Allentown-Bethlehem-Easton  PA-NJ ,329,329,77371,3,6,1603,0,0,0,16,181,24778,255,255,65873,0,0,0,0,0,0,4,94,10789
201912,999,11260,C,Anchorage  AK ,879,879,273689,11,22,3771,14,51,8697,22,225,33801,37,37,10039,11,22,3771,1,3,359,2,52,6450
201912,999,11500, ,Anniston-Oxford  AL ,72,72,7575,0,0,0,0,0,0,0,0,0,68,68,7255,0,0,0,0,0,0,0,0,0
201912,999,12260, ,Augusta-Richmond County  GA-SC ,2599,2599,518896,29,58,6447,24,87,6646,18,401,32501,1562,1562,314141,4,8,1255,24,87,6646,18,401,32501
201912,999,12420, ,Austin-Round Rock-Georgetown  TX ,18145,18145,4331634,128,256,30177,23,90,9743,369,13534,1430526,15684,15684,3823739,116,232,28071,20,80,8746,362,13454,1421895
201912,999,12540, ,Bakersfield  CA ,1705,1705,442838,10,20,2211,3,9,755,9,57,14232,298,298,53138,0,0,0,0,0,0,1,12,1789
201912,999,12620, ,Bangor  ME ,113,113,24037,19,38,5510,3,12,1221,0,0,0,113,113,24037,19,38,5510,3,12,1221,0,0,0
201912,999,12940, ,Baton Rouge  LA ,3569,3569,750167,5,10,1414,0,0,0,2,10,1886,1712,1712,413423,5,10,1414,0,0,0,2,10,1886
201912,999,13140, ,Beaumont-Port Arthur  TX ,601,601,127443,3,6,748,0,0,0,0,0,0,498,498,109683,3,6,748,0,0,0,0,0,0
201912,999,13220,C,Beckley  WV ,72,72,10533,0,0,0,0,0,0,0,0,0,43,43,6831,0,0,0,0,0,0,0,0,0
201912,999,13380, ,Bellingham  WA ,779,779,212610,25,50,9227,10,31,5476,26,892,105239,330,330,86637,14,28,4606,6,19,3283,24,882,104253
201912,999,13740, ,Billings  MT ,308,308,81576,25,50,9224,6,22,2935,0,0,0,308,308,81576,25,50,9224,6,22,2935,0,0,0
201912,999,13780, ,Binghamton  NY ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201912,999,13900, ,Bismarck  ND ,365,365,91037,14,28,3261,1,4,568,4,212,22975,304,304,74478,14,28,3261,1,4,568,4,212,22975
201912,999,13980, ,Blacksburg-Christiansburg  VA ,45,45,13020,0,0,0,0,0,0,2,129,14643,45,45,13020,0,0,0,0,0,0,2,129,14643
201912,999,15260, ,Brunswick  GA ,413,413,127857,5,10,1385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201912,999,16220, ,Casper  WY ,149,149,33269,9,18,1895,4,13,1020,0,0,0,87,87,17126,0,0,0,1,4,315,0,0,0
201912,999,16580, ,Champaign-Urbana  IL ,103,103,26583,0,0,0,1,3,816,12,772,98912,103,103,26583,0,0,0,1,3,816,12,772,98912
201912,999,16700,C,Charleston-North Charleston  SC ,4767,4767,1288788,3,6,2441,6,19,1508,77,1962,120590,1745,1745,547312,3,6,2441,0,0,0,2,10,1951
201912,999,16820, ,Charlottesville  VA ,704,704,213140,3,6,1140,0,0,0,14,318,33078,0,0,0,0,0,0,0,0,0,0,0,0
201912,999,16940, ,Cheyenne  WY ,383,383,75264,0,0,0,6,24,2801,4,22,2135,383,383,75264,0,0,0,6,24,2801,4,22,2135
201912,999,17020, ,Chico  CA ,353,353,69995,3,6,915,16,64,6307,36,471,58282,353,353,69995,3,6,915,16,64,6307,36,471,58282
201912,999,17300,C,Clarksville  TN-KY ,1837,1837,276282,15,30,2185,29,105,6821,40,301,26190,876,876,167629,4,8,649,4,16,1547,14,137,16249
201912,999,17780, ,College Station-Bryan  TX ,1089,1089,209620,34,68,8531,2,6,750,11,315,32418,1016,1016,194722,34,68,8531,2,6,750,11,315,32418
201912,999,17820,C,Colorado Springs  CO ,4051,4051,1516539,49,98,8321,11,43,6742,46,1316,178254,4051,4051,1516539,49,98,8321,11,43,6742,46,1316,178254
201912,999,18880,C,Crestview-Fort Walton Beach-Destin  FL ,2393,2393,936207,5,10,1462,21,82,8190,61,1059,133385,2211,2211,887574,5,10,1462,21,82,8190,61,1059,133385
201912,999,19060, ,Cumberland  MD-WV ,40,40,8905,0,0,0,0,0,0,0,0,0,40,40,8905,0,0,0,0,0,0,0,0,0
201912,999,19180, ,Danville  IL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201912,999,19500, ,Decatur  IL ,16,16,4112,0,0,0,0,0,0,0,0,0,16,16,4112,0,0,0,0,0,0,0,0,0
201912,999,20220, ,Dubuque  IA ,110,110,37143,0,0,0,0,0,0,1,6,400,110,110,37143,0,0,0,0,0,0,1,6,400
201912,999,20260, ,Duluth  MN-WI ,76,76,15734,3,6,1091,0,0,0,0,0,0,75,75,15495,3,6,1091,0,0,0,0,0,0
201912,999,20940, ,El Centro  CA ,203,203,39687,0,0,0,0,0,0,6,72,5397,202,202,39472,0,0,0,0,0,0,6,72,5397
201912,999,21420, ,Enid  OK ,26,26,6412,0,0,0,0,0,0,0,0,0,26,26,6412,0,0,0,0,0,0,0,0,0
201912,999,21660, ,Eugene-Springfield  OR ,624,624,153435,6,12,1890,4,16,1452,34,304,34226,369,369,90169,6,12,1890,4,16,1452,34,304,34226
201912,999,21780, ,Evansville  IN-KY ,617,617,159034,30,60,5805,0,0,0,9,217,22870,617,617,159034,30,60,5805,0,0,0,9,217,22870
201912,999,21820,C,Fairbanks  AK ,7,7,2357,0,0,0,4,16,2228,0,0,0,7,7,2357,0,0,0,4,16,2228,0,0,0
201912,999,22140,C,Farmington  NM ,74,74,16928,2,4,651,1,3,180,1,8,500,74,74,16928,2,4,651,1,3,180,1,8,500
201912,999,22220, ,Fayetteville-Springdale-Rogers  AR-MO ,4145,4145,1051696,59,118,22420,25,98,13912,100,2542,246646,3597,3597,943808,56,112,21716,24,95,13667,71,2195,218904
201912,999,22380, ,Flagstaff  AZ ,491,491,92485,3,6,686,0,0,0,5,183,16303,491,491,92485,3,6,686,0,0,0,5,183,16303
201912,999,22500, ,Florence  SC ,426,426,57171,3,6,433,0,0,0,18,264,22452,0,0,0,0,0,0,0,0,0,0,0,0
201912,999,22520, ,Florence-Muscle Shoals  AL ,209,209,25903,3,6,225,0,0,0,2,20,800,71,71,9628,3,6,225,0,0,0,2,20,800
201912,999,22540, ,Fond du Lac  WI ,65,65,17654,0,0,0,2,8,1600,8,104,7362,62,62,16749,0,0,0,2,8,1600,8,104,7362
201912,999,22660,C,Fort Collins  CO ,1596,1596,430298,7,14,1965,14,54,6078,62,877,119494,1235,1235,344062,7,14,1965,14,54,6078,43,741,107436
201912,999,22900, ,Fort Smith  AR-OK ,313,313,56396,87,174,30438,5,17,1188,1,8,640,268,268,51806,85,170,30098,2,8,423,1,8,640
201912,999,23460, ,Gadsden  AL ,58,58,10471,0,0,0,0,0,0,0,0,0,58,58,10471,0,0,0,0,0,0,0,0,0
201912,999,24220, ,Grand Forks  ND-MN ,90,90,25666,5,10,2563,0,0,0,3,45,5759,90,90,25666,5,10,2563,0,0,0,3,45,5759
201912,999,24260, ,Grand Island  NE ,71,71,15584,4,8,826,0,0,0,3,26,2746,71,71,15584,4,8,826,0,0,0,3,26,2746
201912,999,24300,C,Grand Junction  CO ,619,619,111351,7,14,1773,0,0,0,4,126,9310,619,619,111351,7,14,1773,0,0,0,4,126,9310
201912,999,24500,C,Great Falls  MT ,122,122,33687,0,0,0,0,0,0,1,12,1002,122,122,33687,0,0,0,0,0,0,1,12,1002
201912,999,25060, ,Gulfport-Biloxi  MS ,2034,2034,372951,9,18,2160,9,30,3011,13,106,8974,1131,1131,232166,3,6,869,0,0,0,0,0,0
201912,999,25860, ,Hickory-Lenoir-Morganton  NC ,11,11,1656,1,2,360,0,0,0,14,73,4067,0,0,0,0,0,0,0,0,0,0,0,0
201912,999,25940, ,Hilton Head Island-Bluffton  SC ,858,858,292324,0,0,0,0,0,0,2,24,4680,359,359,178609,0,0,0,0,0,0,2,24,4680
201912,999,26140, ,Homosassa Springs  FL ,693,693,142867,5,10,273,0,0,0,5,40,3458,0,0,0,0,0,0,0,0,0,0,0,0
201912,999,26380, ,Houma-Thibodaux  LA ,455,455,102746,8,16,1269,3,9,785,0,0,0,316,316,64839,1,2,180,0,0,0,0,0,0
201912,999,27100, ,Jackson  MI ,6,6,952,0,0,0,0,0,0,0,0,0,6,6,952,0,0,0,0,0,0,0,0,0
201912,999,27340,C,Jacksonville  NC ,1303,1303,192288,8,16,1956,3,12,876,0,0,0,1303,1303,192288,8,16,1956,3,12,876,0,0,0
201912,999,27980,C,Kahului-Wailuku-Lahaina  HI ,513,513,170615,6,12,2786,17,68,28225,2,64,16430,513,513,170615,6,12,2786,17,68,28225,2,64,16430
201912,999,28660,C,Killeen-Temple  TX ,2277,2277,394891,130,260,23790,0,0,0,0,0,0,1189,1189,241097,128,256,23573,0,0,0,0,0,0
201912,999,29100, ,La Crosse-Onalaska  WI-MN ,182,182,49690,23,46,7827,4,15,2205,11,251,24938,182,182,49690,23,46,7827,4,15,2205,11,251,24938
201912,999,29420, ,Lake Havasu City-Kingman  AZ ,1044,1044,224645,31,62,5140,0,0,0,0,0,0,1044,1044,224645,31,62,5140,0,0,0,0,0,0
201912,999,29540, ,Lancaster  PA ,56,56,12008,10,20,2459,2,6,600,1,7,2800,33,33,6231,4,8,1160,0,0,0,0,0,0
201912,999,29620, ,Lansing-East Lansing  MI ,113,113,28256,2,4,490,0,0,0,7,35,3979,76,76,22059,2,4,490,0,0,0,0,0,0
201912,999,29700, ,Laredo  TX ,1144,1144,171043,33,66,2510,9,31,1284,20,184,14634,0,0,0,0,0,0,0,0,0,0,0,0
201912,999,30020, ,Lawton  OK ,52,52,11179,0,0,0,0,0,0,0,0,0,52,52,11179,0,0,0,0,0,0,0,0,0
201912,999,30300, ,Lewiston  ID-WA ,3,3,516,1,2,228,0,0,0,3,49,3956,3,3,516,1,2,228,0,0,0,3,49,3956
201912,999,30860, ,Logan  UT-ID ,182,182,39620,5,10,1594,8,31,4241,15,346,45097,182,182,39620,5,10,1594,8,31,4241,15,346,45097
201912,999,30980, ,Longview  TX ,152,152,29861,1,2,200,0,0,0,2,12,808,0,0,0,0,0,0,0,0,0,0,0,0
201912,999,31340, ,Lynchburg  VA ,123,123,26171,2,4,400,4,13,2615,13,290,24848,123,123,26171,2,4,400,4,13,2615,13,290,24848
201912,999,31740, ,Manhattan  KS ,233,233,67534,2,4,557,0,0,0,2,67,7854,220,220,64152,2,4,557,0,0,0,2,67,7854
201912,999,33540,C,Missoula  MT ,421,421,93942,11,22,1820,7,26,903,14,190,17367,421,421,93942,11,22,1820,7,26,903,14,190,17367
201912,999,36100, ,Ocala  FL ,2339,2339,484241,3,6,266,3,12,450,0,0,0,2339,2339,484241,3,6,266,3,12,450,0,0,0
201912,999,36980, ,Owensboro  KY ,280,280,26679,2,4,234,2,8,365,5,31,2560,277,277,26065,2,4,234,2,8,365,5,31,2560
201912,999,37340, ,Palm Bay-Melbourne-Titusville  FL ,2144,2144,712047,2,4,1268,0,0,0,63,1716,178892,2144,2144,712047,2,4,1268,0,0,0,63,1716,178892
201912,999,37460, ,Panama City  FL ,767,767,204185,3,6,665,0,0,0,69,413,13174,0,0,0,0,0,0,0,0,0,0,0,0
201912,999,37900, ,Peoria  IL ,34,34,11896,0,0,0,0,0,0,4,20,3056,34,34,11896,0,0,0,0,0,0,0,0,0
201912,999,38340, ,Pittsfield  MA ,5,5,2668,0,0,0,0,0,0,0,0,0,1,1,1435,0,0,0,0,0,0,0,0,0
201912,999,38540, ,Pocatello  ID ,242,242,30328,2,4,247,5,20,1160,1,6,450,204,204,21664,2,4,247,5,20,1160,1,6,450
201912,999,39150, ,Prescott Valley-Prescott  AZ ,1340,1340,396699,29,58,8249,0,0,0,19,318,38041,888,888,263101,28,56,7941,0,0,0,19,318,38041
201912,999,40060, ,Richmond  VA ,4462,4462,896664,87,174,8134,51,196,23556,98,3489,273419,4323,4323,877443,87,174,8134,51,196,23556,94,3466,271437
201912,999,41100, ,St. George  UT ,1781,1781,354277,18,36,3290,38,138,18363,26,811,81947,1774,1774,353890,18,36,3290,38,138,18363,26,811,81947
201912,999,41500, ,Salinas  CA ,244,244,76237,2,4,892,4,13,4081,9,54,12126,244,244,76237,2,4,892,4,13,4081,9,54,12126
201912,999,41660,C,San Angelo  TX ,283,283,61492,0,0,0,0,0,0,0,0,0,283,283,61492,0,0,0,0,0,0,0,0,0
201912,999,41740,C,San Diego-Chula Vista-Carlsbad  CA ,3023,3023,966223,55,110,23821,117,409,89470,161,4540,627073,2572,2572,872178,55,110,23821,117,409,89470,152,4250,590885
201912,999,42020, ,San Luis Obispo-Paso Robles  CA ,339,339,102406,1,2,696,0,0,0,0,0,0,339,339,102406,1,2,696,0,0,0,0,0,0
201912,999,42200, ,Santa Maria-Santa Barbara  CA ,241,241,125105,0,0,0,0,0,0,3,17,2984,241,241,125105,0,0,0,0,0,0,3,17,2984
201912,999,42540, ,Scranton--Wilkes-Barre  PA ,57,57,13447,1,2,379,0,0,0,0,0,0,53,53,12554,1,2,379,0,0,0,0,0,0
201912,999,43100, ,Sheboygan  WI ,14,14,4617,0,0,0,0,0,0,0,0,0,10,10,3794,0,0,0,0,0,0,0,0,0
201912,999,43420, ,Sierra Vista-Douglas  AZ ,240,240,48405,0,0,0,0,0,0,1,5,483,236,236,48111,0,0,0,0,0,0,0,0,0
201912,999,43580, ,Sioux City  IA-NE-SD ,133,133,35798,0,0,0,3,9,0,0,0,0,28,28,5920,0,0,0,0,0,0,0,0,0
201912,999,43620, ,Sioux Falls  SD ,1288,1288,271379,5,10,1740,5,20,2762,36,705,67366,1288,1288,271379,5,10,1740,5,20,2762,36,705,67366
201912,999,44140, ,Springfield  MA ,36,36,10092,4,8,1316,3,9,792,0,0,0,14,14,5000,2,4,500,0,0,0,0,0,0
201912,999,44180, ,Springfield  MO ,720,720,165354,18,36,4288,8,32,4263,3,46,6308,720,720,165354,18,36,4288,8,32,4263,3,46,6308
201912,999,44940, ,Sumter  SC ,283,283,38612,1,2,200,0,0,0,2,48,2500,283,283,38612,1,2,200,0,0,0,2,48,2500
201912,999,45220, ,Tallahassee  FL ,961,961,188968,7,14,1551,0,0,0,45,1261,162013,283,283,54828,0,0,0,0,0,0,0,0,0
201912,999,45300,C,Tampa-St. Petersburg-Clearwater  FL ,14667,14667,3966641,82,164,21361,27,103,9106,196,8624,1080454,14582,14582,3938444,72,144,18608,27,103,9106,184,8564,1065494
201912,999,45460, ,Terre Haute  IN ,24,24,5091,12,24,3159,0,0,0,0,0,0,24,24,5091,12,24,3159,0,0,0,0,0,0
