Survey,CSA,CBSA,MONCOV,CBSA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
202012,422,29460, ,Lakeland-Winter Haven  FL ,7075,7075,1483873,13,26,1980,26,103,14658,66,1966,188262,5420,5420,1042542,13,26,1980,26,103,14658,66,1966,188262
202012,422,36740, ,Orlando-Kissimmee-Sanford  FL ,15523,15523,4233442,177,354,64911,29,114,14392,186,7983,1043813,10227,10227,2678260,173,346,63375,26,103,12932,97,5458,775556
202012,422,45540,C,The Villages  FL ,2942,2942,800074,0,0,0,2,8,1792,24,748,73779,2932,2932,798178,0,0,0,2,8,1792,24,748,73779
202012,425,37620, ,Parkersburg-Vienna  WV ,59,59,13968,0,0,0,0,0,0,0,0,0,59,59,13968,0,0,0,0,0,0,0,0,0
202012,426,37860,C,Pensacola-Ferry Pass-Brent  FL ,4104,4104,883506,8,16,698,4,12,987,12,260,22356,4104,4104,883506,8,16,698,4,12,987,12,260,22356
202012,428,12100,C,Atlantic City-Hammonton  NJ ,500,500,136288,3,6,961,0,0,0,15,162,18406,467,467,123556,3,6,961,0,0,0,3,15,2
202012,428,20100,C,Dover  DE ,1666,1666,235087,39,78,7215,2,7,926,25,385,46482,1643,1643,230142,39,78,7215,2,7,926,25,385,46482
202012,428,36140,C,Ocean City  NJ ,474,474,200912,86,172,38443,5,19,2479,3,15,685,401,401,193788,85,170,37773,5,19,2479,1,5,616
202012,428,37980,C,Philadelphia-Camden-Wilmington  PA-NJ-DE-MD ,8052,8052,1524555,253,506,79638,215,754,96800,349,6770,757541,5137,5137,1073536,241,482,76533,204,716,92233,243,5744,621094
202012,428,39740, ,Reading  PA ,48,48,9268,0,0,0,0,0,0,0,0,0,25,25,3508,0,0,0,0,0,0,0,0,0
202012,428,47220,C,Vineland-Bridgeton  NJ ,140,140,32064,0,0,0,0,0,0,0,0,0,90,90,7069,0,0,0,0,0,0,0,0,0
202012,429,38060,C,Phoenix-Mesa-Chandler  AZ ,31724,31724,8438519,329,658,80435,62,207,37919,447,14029,1840407,30445,30445,8149149,321,642,78358,62,207,37919,434,12824,1629640
202012,430,38300, ,Pittsburgh  PA ,1121,1121,356352,13,26,5463,12,40,6207,16,771,108681,732,732,267403,6,12,3702,3,12,2556,3,328,51669
202012,430,48260, ,Weirton-Steubenville  WV-OH ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202012,438,30340, ,Lewiston-Auburn  ME ,78,78,16355,6,12,840,0,0,0,7,84,7301,64,64,13633,5,10,640,0,0,0,7,84,7301
202012,438,38860, ,Portland-South Portland  ME ,1484,1484,425962,50,100,17504,8,26,2645,33,600,89948,792,792,226364,31,62,11601,4,14,1645,21,540,85044
202012,440,10540, ,Albany-Lebanon  OR ,352,352,79831,16,32,5719,4,15,1976,22,263,31051,15,15,3819,1,2,619,0,0,0,2,10,1099
202012,440,18700, ,Corvallis  OR ,53,53,12949,0,0,0,0,0,0,2,18,2610,53,53,12949,0,0,0,0,0,0,2,18,2610
202012,440,31020, ,Longview  WA ,280,280,68241,2,4,533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202012,440,38900, ,Portland-Vancouver-Hillsboro  OR-WA ,7527,7527,2181271,71,142,24979,22,82,12564,184,5423,667513,5963,5963,1709438,69,138,24283,12,43,6910,157,5022,622328
202012,440,41420, ,Salem  OR ,695,695,194964,14,28,5741,7,26,4414,54,762,89467,695,695,194964,14,28,5741,7,26,4414,54,762,89467
202012,444,39380,C,Pueblo  CO ,581,581,93289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202012,450,20500,C,Durham-Chapel Hill  NC ,3593,3593,846831,7,14,1052,5,17,5837,31,1763,219524,833,833,214794,1,2,152,2,7,1650,6,106,15641
202012,450,39580,C,Raleigh-Cary  NC ,12697,12697,2857466,12,24,3351,2,8,1301,78,4229,598532,12632,12632,2844224,12,24,3351,2,8,1301,78,4229,598532
202012,452,39660, ,Rapid City  SD ,521,521,116572,2,4,485,7,28,3520,19,679,66051,521,521,116572,2,4,485,7,28,3520,19,679,66051
202012,454,39820, ,Redding  CA ,210,210,62229,0,0,0,1,4,518,0,0,0,210,210,62229,0,0,0,1,4,518,0,0,0
202012,456,16180,C,Carson City  NV ,190,190,50053,0,0,0,3,9,1146,9,64,6390,0,0,0,0,0,0,0,0,0,0,0,0
202012,456,39900,C,Reno  NV ,2629,2629,713032,24,48,5037,14,48,6073,97,1779,224468,667,667,158741,0,0,0,1,4,300,0,0,0
202012,462,40340, ,Rochester  MN ,348,348,89554,0,0,0,0,0,0,5,129,18290,348,348,89554,0,0,0,0,0,0,5,129,18290
202012,464,40380, ,Rochester  NY ,1050,1050,260691,27,54,7441,21,74,9005,33,683,87123,872,872,220628,18,36,5209,18,65,8285,21,223,25094
202012,466,40420, ,Rockford  IL ,111,111,20845,15,30,4156,2,7,980,0,0,0,111,111,20845,15,30,4156,2,7,980,0,0,0
202012,472,40900,C,Sacramento-Roseville-Folsom  CA ,7282,7282,2194432,57,114,17675,23,89,17971,126,3587,599697,7100,7100,2137841,54,108,16235,23,89,17971,123,3504,564573
202012,474,13020, ,Bay City  MI ,7,7,1693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202012,474,33220, ,Midland  MI ,54,54,6434,0,0,0,0,0,0,0,0,0,54,54,6434,0,0,0,0,0,0,0,0,0
202012,474,40980, ,Saginaw  MI ,28,28,6117,0,0,0,0,0,0,0,0,0,28,28,6117,0,0,0,0,0,0,0,0,0
202012,476,41180, ,St. Louis  MO-IL ,5650,5650,1632399,46,92,15179,14,53,10222,92,2032,229589,4866,4866,1397391,42,84,13459,11,44,8247,61,1560,155106
202012,480,41540, ,Salisbury  MD-DE ,4279,4279,622048,117,234,26806,17,62,6397,35,328,37865,4180,4180,603728,117,234,26806,17,62,6397,35,328,37865
202012,482,36260, ,Ogden-Clearfield  UT ,3834,3834,987285,11,22,4608,42,153,27322,38,898,96178,3479,3479,904048,8,16,3555,11,36,5979,23,652,67852
202012,482,39340, ,Provo-Orem  UT ,6783,6783,1925598,24,48,9117,106,395,54718,76,724,101213,6556,6556,1829635,19,38,7337,105,391,54040,76,724,101213
202012,482,41620, ,Salt Lake City  UT ,5190,5190,1345156,140,280,34751,73,260,53100,112,5290,791282,4323,4323,1137040,122,244,33334,56,207,43389,80,2789,464879
202012,484,41700,C,San Antonio-New Braunfels  TX ,10586,10586,2434860,116,232,25755,24,94,11184,234,5836,665839,5489,5489,1256325,46,92,11287,20,80,10238,40,1002,115102
202012,488,32900, ,Merced  CA ,163,163,38087,0,0,0,0,0,0,0,0,0,62,62,16064,0,0,0,0,0,0,0,0,0
202012,488,33700, ,Modesto  CA ,30,30,7666,0,0,0,0,0,0,0,0,0,30,30,7666,0,0,0,0,0,0,0,0,0
202012,488,41860,C,San Francisco-Oakland-Berkeley  CA ,3397,3397,1219379,35,70,26120,33,114,30190,188,6411,1844911,2626,2626,929261,21,42,11169,24,85,22387,122,5032,1525538
202012,488,41940,C,San Jose-Sunnyvale-Santa Clara  CA ,1858,1858,683244,7,14,3794,6,19,4962,64,4057,488558,1237,1237,451710,4,8,2016,1,3,721,29,2933,286966
202012,488,42100, ,Santa Cruz-Watsonville  CA ,69,69,13651,0,0,0,0,0,0,0,0,0,69,69,13651,0,0,0,0,0,0,0,0,0
202012,488,42220, ,Santa Rosa-Petaluma  CA ,1109,1109,345316,2,4,885,0,0,0,3,184,31107,1095,1095,342355,2,4,885,0,0,0,3,184,31107
202012,488,44700, ,Stockton  CA ,2263,2263,673369,1,2,400,6,21,1428,17,317,45389,1181,1181,314064,1,2,400,0,0,0,9,216,27283
202012,488,46700, ,Vallejo  CA ,855,855,248156,0,0,0,0,0,0,11,716,98969,855,855,248156,0,0,0,0,0,0,11,716,98969
202012,496,25980, ,Hinesville  GA ,421,421,84423,0,0,0,0,0,0,0,0,0,421,421,84423,0,0,0,0,0,0,0,0,0
202012,496,42340, ,Savannah  GA ,2154,2154,530907,0,0,0,4,16,2000,27,694,44838,1584,1584,396423,0,0,0,4,16,2000,27,694,44838
202012,500,14740,C,Bremerton-Silverdale-Port Orchard  WA ,909,909,278875,12,24,3880,1,4,705,13,348,34642,909,909,278875,12,24,3880,1,4,705,13,348,34642
202012,500,34580, ,Mount Vernon-Anacortes  WA ,260,260,77757,1,2,400,2,7,979,3,45,7579,260,260,77757,1,2,400,2,7,979,3,45,7579
202012,500,36500, ,Olympia-Lacey-Tumwater  WA ,668,668,178403,17,34,6655,2,8,1569,28,379,39810,529,529,147039,17,34,6655,2,8,1569,20,333,37853
202012,500,42660,C,Seattle-Tacoma-Bellevue  WA ,8704,8704,2982126,304,608,148006,203,708,125680,423,13436,1713995,7229,7229,2446950,285,570,140059,198,692,122620,369,12394,1601661
202012,508,43340,C,Shreveport-Bossier City  LA ,1029,1029,210822,0,0,0,0,0,0,0,0,0,542,542,122764,0,0,0,0,0,0,0,0,0
202012,515,21140, ,Elkhart-Goshen  IN ,292,292,77644,0,0,0,0,0,0,0,0,0,292,292,77644,0,0,0,0,0,0,0,0,0
202012,515,35660, ,Niles  MI ,16,16,5242,0,0,0,0,0,0,0,0,0,16,16,5242,0,0,0,0,0,0,0,0,0
202012,515,43780, ,South Bend-Mishawaka  IN-MI ,283,283,88762,0,0,0,0,0,0,0,0,0,281,281,88340,0,0,0,0,0,0,0,0,0
202012,518,17660, ,Coeur dAlene  ID ,1327,1327,352267,21,42,6718,2,6,479,61,1148,111830,1029,1029,280387,16,32,4830,1,3,270,50,964,92068
202012,518,44060, ,Spokane-Spokane Valley  WA ,1851,1851,454340,80,160,27169,11,37,5180,60,1297,173378,1442,1442,348246,72,144,25261,7,24,3500,45,1119,152791
202012,522,44100, ,Springfield  IL ,74,74,23352,29,58,10416,0,0,0,3,36,2100,63,63,20599,29,58,10416,0,0,0,3,36,2100
202012,524,44300, ,State College  PA ,283,283,86941,0,0,0,0,0,0,0,0,0,281,281,86672,0,0,0,0,0,0,0,0,0
202012,532,45060, ,Syracuse  NY ,250,250,53734,5,10,845,0,0,0,2,24,1000,182,182,41852,5,10,845,0,0,0,2,24,1000
202012,534,45780, ,Toledo  OH ,707,707,196615,36,72,4632,8,32,2700,31,279,30446,687,687,194362,36,72,4632,8,32,2700,30,274,30046
202012,536,46060,C,Tucson  AZ ,4242,4242,1287775,23,46,6119,0,0,0,44,670,100521,3199,3199,1022305,2,4,1123,0,0,0,0,0,0
202012,538,46140,C,Tulsa  OK ,4039,4039,881321,21,42,4127,10,40,3875,55,803,75619,3949,3949,862004,21,42,4127,10,40,3875,43,707,68234
202012,540,46340, ,Tyler  TX ,362,362,84838,11,22,2694,17,62,8148,3,17,2038,362,362,84838,11,22,2694,17,62,8148,3,17,2038
202012,545,47260, ,Virginia Beach-Norfolk-Newport News  VA-NC ,5120,5120,1084122,9,18,4296,12,44,6291,32,1633,200222,4849,4849,1061756,9,18,4296,12,44,6291,32,1633,200222
202012,548,12580,C,Baltimore-Columbia-Towson  MD ,4998,4998,1075727,1,2,700,1,4,762,57,3076,509546,4832,4832,1040847,1,2,700,1,4,762,38,1558,233156
202012,548,15680,C,California-Lexington Park  MD ,833,833,172457,3,6,975,0,0,0,20,111,18234,75,75,26298,0,0,0,0,0,0,0,0,0
202012,548,16540,C,Chambersburg-Waynesboro  PA ,282,282,67406,15,30,2682,1,4,531,3,15,1947,249,249,59666,15,30,2682,1,4,531,0,0,0
202012,548,25180, ,Hagerstown-Martinsburg  MD-WV ,1432,1432,313271,8,16,2455,0,0,0,8,168,15000,1318,1318,293242,8,16,2455,0,0,0,8,168,15000
202012,548,47900, ,Washington-Arlington-Alexandria  DC-VA-MD-WV ,13594,13594,3265930,55,110,12990,2,7,1382,157,11043,1362178,12672,12672,3032931,49,98,11420,1,4,523,129,10371,1282725
202012,548,49020, ,Winchester  VA-WV ,780,780,184577,0,0,0,0,0,0,0,0,0,780,780,184577,0,0,0,0,0,0,0,0,0
202012,554,48140, ,Wausau-Weston  WI ,223,223,57544,2,4,1000,1,3,250,5,41,4212,157,157,40676,2,4,1000,1,3,250,5,41,4212
202012,556,48620, ,Wichita  KS ,976,976,273377,120,240,24001,7,28,4616,0,0,0,976,976,273377,120,240,24001,7,28,4616,0,0,0
202012,558,48700, ,Williamsport  PA ,7,7,2434,0,0,0,0,0,0,0,0,0,7,7,2434,0,0,0,0,0,0,0,0,0
202012,566,49660, ,Youngstown-Warren-Boardman  OH-PA ,232,232,49935,5,10,1254,1,3,381,0,0,0,147,147,35472,2,4,619,0,0,0,0,0,0
202012,999,10180, ,Abilene  TX ,373,373,77626,24,48,4504,5,20,1652,19,196,18108,373,373,77626,24,48,4504,5,20,1652,19,196,18108
202012,999,10500, ,Albany  GA ,143,143,16539,0,0,0,0,0,0,13,194,22868,126,126,12340,0,0,0,0,0,0,5,46,2053
202012,999,10780, ,Alexandria  LA ,204,204,49291,0,0,0,0,0,0,0,0,0,121,121,27431,0,0,0,0,0,0,0,0,0
202012,999,10900, ,Allentown-Bethlehem-Easton  PA-NJ ,447,447,98567,6,12,1895,0,0,0,33,191,18119,376,376,88560,3,6,285,0,0,0,6,48,6564
202012,999,11260,C,Anchorage  AK ,771,771,244242,9,18,3330,14,52,8761,15,189,28393,36,36,9065,8,16,2766,2,8,1189,0,0,0
202012,999,11500, ,Anniston-Oxford  AL ,78,78,12125,0,0,0,0,0,0,0,0,0,73,73,11725,0,0,0,0,0,0,0,0,0
202012,999,12260, ,Augusta-Richmond County  GA-SC ,3406,3406,693539,3,6,623,19,67,5457,5,38,1996,2171,2171,444762,0,0,0,19,67,5457,5,38,1996
202012,999,12420, ,Austin-Round Rock-Georgetown  TX ,21653,21653,4908342,174,348,37853,22,75,7960,389,18799,2042774,17863,17863,4072397,171,342,37266,14,49,5068,382,18743,2037601
202012,999,12540, ,Bakersfield  CA ,1791,1791,457397,17,34,4450,2,7,344,25,252,34777,333,333,51707,4,8,642,0,0,0,0,0,0
202012,999,12620, ,Bangor  ME ,127,127,31033,16,32,5055,4,15,1589,1,38,5108,64,64,15210,13,26,4131,3,12,1214,1,38,5108
202012,999,12940, ,Baton Rouge  LA ,3823,3823,822141,7,14,19014,0,0,0,0,0,0,2655,2655,579145,7,14,19014,0,0,0,0,0,0
202012,999,13140, ,Beaumont-Port Arthur  TX ,1099,1099,189977,12,24,2728,2,8,543,4,64,2000,1099,1099,189977,12,24,2728,2,8,543,4,64,2000
202012,999,13220,C,Beckley  WV ,76,76,11503,0,0,0,0,0,0,0,0,0,50,50,8975,0,0,0,0,0,0,0,0,0
202012,999,13380, ,Bellingham  WA ,655,655,173765,33,66,12164,17,59,9688,21,533,74139,524,524,141459,28,56,10293,12,44,6946,19,523,73153
202012,999,13740, ,Billings  MT ,359,359,94598,52,104,18656,16,62,7540,11,61,5820,359,359,94598,52,104,18656,16,62,7540,11,61,5820
202012,999,13780, ,Binghamton  NY ,3,3,745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202012,999,13900, ,Bismarck  ND ,398,398,108774,85,170,19906,7,21,2017,4,108,13800,397,397,108610,85,170,19906,7,21,2017,4,108,13800
202012,999,13980, ,Blacksburg-Christiansburg  VA ,42,42,11252,0,0,0,0,0,0,25,1191,221742,42,42,11252,0,0,0,0,0,0,25,1191,221742
202012,999,15260, ,Brunswick  GA ,400,400,125762,18,36,5415,1,3,201,3,46,24800,400,400,125762,18,36,5415,1,3,201,3,46,24800
202012,999,16220,C,Casper  WY ,148,148,34944,2,4,253,2,7,470,1,49,4881,148,148,34944,2,4,253,2,7,470,1,49,4881
202012,999,16580, ,Champaign-Urbana  IL ,91,91,25473,1,2,515,0,0,0,11,839,142674,91,91,25473,1,2,515,0,0,0,11,839,142674
202012,999,16700,C,Charleston-North Charleston  SC ,5809,5809,1610463,0,0,0,11,34,2284,93,2779,241859,1761,1761,627688,0,0,0,0,0,0,9,216,28314
202012,999,16820, ,Charlottesville  VA ,767,767,230850,9,18,3275,0,0,0,13,387,37942,0,0,0,0,0,0,0,0,0,0,0,0
202012,999,16940, ,Cheyenne  WY ,429,429,93881,0,0,0,6,24,2473,6,86,13155,429,429,93881,0,0,0,6,24,2473,6,86,13155
202012,999,17020, ,Chico  CA ,363,363,79433,1,2,314,1,4,549,18,192,21850,363,363,79433,1,2,314,1,4,549,18,192,21850
202012,999,17300,C,Clarksville  TN-KY ,3043,3043,403151,58,116,11176,43,169,12189,27,477,37535,3011,3011,400543,58,116,11176,43,169,12189,27,477,37535
202012,999,17780, ,College Station-Bryan  TX ,1392,1392,260403,15,30,4238,2,8,1044,23,673,60455,1392,1392,260403,15,30,4238,2,8,1044,23,673,60455
202012,999,17820,C,Colorado Springs  CO ,5039,5039,1870485,151,302,30888,1,4,1007,34,1587,231934,5035,5035,1870075,150,300,30655,1,4,1007,34,1587,231934
202012,999,18880,C,Crestview-Fort Walton Beach-Destin  FL ,2400,2400,951056,5,10,3354,4,16,2422,29,329,59886,2400,2400,951056,5,10,3354,4,16,2422,29,329,59886
202012,999,19060, ,Cumberland  MD-WV ,43,43,10046,0,0,0,0,0,0,1,32,1885,43,43,10046,0,0,0,0,0,0,1,32,1885
202012,999,19180, ,Danville  IL ,3,3,605,0,0,0,0,0,0,0,0,0,3,3,605,0,0,0,0,0,0,0,0,0
202012,999,19500, ,Decatur  IL ,13,13,4203,1,2,280,0,0,0,0,0,0,13,13,4203,1,2,280,0,0,0,0,0,0
202012,999,20220, ,Dubuque  IA ,72,72,22475,2,4,560,0,0,0,3,80,9125,72,72,22475,2,4,560,0,0,0,3,80,9125
202012,999,20260, ,Duluth  MN-WI ,99,99,19090,2,4,650,0,0,0,0,0,0,98,98,18851,2,4,650,0,0,0,0,0,0
202012,999,20940, ,El Centro  CA ,250,250,50211,0,0,0,1,4,300,6,86,8188,249,249,49996,0,0,0,1,4,300,6,86,8188
202012,999,21420, ,Enid  OK ,23,23,7898,0,0,0,0,0,0,0,0,0,23,23,7898,0,0,0,0,0,0,0,0,0
202012,999,21660, ,Eugene-Springfield  OR ,704,704,176395,29,58,11410,2,8,912,41,410,52297,468,468,116077,29,58,11410,2,8,912,41,410,52297
202012,999,21780, ,Evansville  IN-KY ,813,813,198455,24,48,8454,3,12,1060,8,175,13234,668,668,172202,15,30,6201,3,12,1060,8,175,13234
202012,999,21820,C,Fairbanks  AK ,8,8,2702,0,0,0,3,11,2280,0,0,0,8,8,2702,0,0,0,3,11,2280,0,0,0
202012,999,22140,C,Farmington  NM ,90,90,22644,0,0,0,0,0,0,1,8,500,90,90,22644,0,0,0,0,0,0,1,8,500
202012,999,22220, ,Fayetteville-Springdale-Rogers  AR-MO ,4621,4621,1192379,200,400,56648,19,69,10289,93,1317,169991,4461,4461,1158627,200,400,56648,19,69,10289,82,1262,166898
202012,999,22380, ,Flagstaff  AZ ,560,560,125453,0,0,0,2,6,200,6,302,70301,560,560,125453,0,0,0,2,6,200,6,302,70301
202012,999,22500, ,Florence  SC ,509,509,75143,7,14,863,10,30,2430,11,106,11761,257,257,40511,3,6,319,10,30,2430,0,0,0
202012,999,22520, ,Florence-Muscle Shoals  AL ,230,230,28087,0,0,0,0,0,0,0,0,0,63,63,8257,0,0,0,0,0,0,0,0,0
202012,999,22540, ,Fond du Lac  WI ,48,48,15345,2,4,854,0,0,0,0,0,0,48,48,15345,2,4,854,0,0,0,0,0,0
202012,999,22660,C,Fort Collins  CO ,2193,2193,610499,5,10,1748,1,4,692,32,386,52691,1685,1685,472245,5,10,1748,1,4,692,29,369,51184
202012,999,22900, ,Fort Smith  AR-OK ,295,295,56734,49,98,12366,13,40,3677,15,118,14019,230,230,48298,44,88,11501,1,4,240,15,118,14019
202012,999,23460, ,Gadsden  AL ,44,44,8361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202012,999,24220, ,Grand Forks  ND-MN ,132,132,34346,0,0,0,0,0,0,6,277,25840,132,132,34346,0,0,0,0,0,0,6,277,25840
202012,999,24260, ,Grand Island  NE ,75,75,14997,32,64,10010,1,3,321,6,55,5372,75,75,14997,32,64,10010,1,3,321,6,55,5372
202012,999,24300,C,Grand Junction  CO ,778,778,125524,9,18,2184,0,0,0,8,208,16516,778,778,125524,9,18,2184,0,0,0,8,208,16516
202012,999,24500,C,Great Falls  MT ,135,135,35091,2,4,921,0,0,0,1,12,925,135,135,35091,2,4,921,0,0,0,1,12,925
202012,999,25060, ,Gulfport-Biloxi  MS ,2512,2512,480648,11,22,1906,13,44,4414,23,351,29014,1536,1536,322863,8,16,1350,1,4,400,11,264,21648
202012,999,25860, ,Hickory-Lenoir-Morganton  NC ,11,11,1655,1,2,360,0,0,0,15,77,4290,0,0,0,0,0,0,0,0,0,0,0,0
202012,999,25940, ,Hilton Head Island-Bluffton  SC ,1037,1037,332929,1,2,438,0,0,0,0,0,0,678,678,162815,1,2,438,0,0,0,0,0,0
202012,999,26140, ,Homosassa Springs  FL ,851,851,174601,7,14,382,0,0,0,7,35,3026,0,0,0,0,0,0,0,0,0,0,0,0
202012,999,26380, ,Houma-Thibodaux  LA ,476,476,106228,10,20,1512,2,6,524,0,0,0,322,322,64784,1,2,112,0,0,0,0,0,0
202012,999,27100, ,Jackson  MI ,15,15,3566,0,0,0,0,0,0,0,0,0,6,6,1426,0,0,0,0,0,0,0,0,0
202012,999,27340,C,Jacksonville  NC ,1351,1351,209580,0,0,0,1,4,320,5,80,5140,1351,1351,209580,0,0,0,1,4,320,5,80,5140
202012,999,27980,C,Kahului-Wailuku-Lahaina  HI ,306,306,135322,8,16,3191,8,32,8000,2,172,58466,306,306,135322,8,16,3191,8,32,8000,2,172,58466
202012,999,28660,C,Killeen-Temple  TX ,2893,2893,504102,258,516,45747,19,76,6657,8,152,14043,2772,2772,478062,239,478,42025,17,68,5618,8,152,14043
202012,999,29100, ,La Crosse-Onalaska  WI-MN ,185,185,53108,19,38,7419,3,12,1650,3,78,7750,185,185,53108,19,38,7419,3,12,1650,3,78,7750
202012,999,29420, ,Lake Havasu City-Kingman  AZ ,1279,1279,270064,40,80,8071,11,35,2423,0,0,0,1279,1279,270064,40,80,8071,11,35,2423,0,0,0
202012,999,29540, ,Lancaster  PA ,78,78,17138,4,8,751,0,0,0,0,0,0,78,78,17138,4,8,751,0,0,0,0,0,0
202012,999,29620, ,Lansing-East Lansing  MI ,123,123,34089,0,0,0,0,0,0,12,151,15014,82,82,27125,0,0,0,0,0,0,5,116,11035
202012,999,29700, ,Laredo  TX ,1387,1387,257271,50,100,9222,6,23,2348,20,143,11268,0,0,0,0,0,0,0,0,0,0,0,0
202012,999,30020, ,Lawton  OK ,56,56,14783,2,4,220,0,0,0,0,0,0,56,56,14783,2,4,220,0,0,0,0,0,0
202012,999,30300, ,Lewiston  ID-WA ,1,1,160,0,0,0,0,0,0,2,72,5721,1,1,160,0,0,0,0,0,0,2,72,5721
202012,999,30860, ,Logan  UT-ID ,283,283,65871,3,6,1383,10,31,5254,25,536,47802,283,283,65871,3,6,1383,10,31,5254,25,536,47802
202012,999,30980, ,Longview  TX ,211,211,70585,7,14,1480,0,0,0,0,0,0,211,211,70585,7,14,1480,0,0,0,0,0,0
202012,999,31340, ,Lynchburg  VA ,249,249,40436,4,8,741,2,8,1800,17,309,13870,225,225,35972,2,4,173,0,0,0,15,201,11070
202012,999,31740, ,Manhattan  KS ,199,199,59599,20,40,5396,1,3,689,3,122,21534,183,183,55457,20,40,5396,1,3,689,3,122,21534
202012,999,33540,C,Missoula  MT ,420,420,94774,7,14,1407,1,3,175,14,351,18171,420,420,94774,7,14,1407,1,3,175,14,351,18171
202012,999,36100, ,Ocala  FL ,3769,3769,759675,4,8,1055,3,10,1186,3,27,3461,3769,3769,759675,4,8,1055,3,10,1186,3,27,3461
202012,999,36980, ,Owensboro  KY ,310,310,30581,6,12,1173,7,26,1692,0,0,0,302,302,28972,5,10,1000,7,26,1692,0,0,0
202012,999,37340, ,Palm Bay-Melbourne-Titusville  FL ,2892,2892,944552,12,24,4441,9,32,3753,46,1077,170263,2892,2892,944552,12,24,4441,9,32,3753,46,1077,170263
202012,999,37460, ,Panama City  FL ,937,937,269879,16,32,6813,1,4,731,27,336,6137,799,799,228029,4,8,1758,1,4,731,27,336,6137
202012,999,37900, ,Peoria  IL ,43,43,13658,0,0,0,0,0,0,0,0,0,6,6,1601,0,0,0,0,0,0,0,0,0
202012,999,38340, ,Pittsfield  MA ,5,5,1541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202012,999,38540, ,Pocatello  ID ,281,281,50902,14,28,1717,14,55,3688,16,384,18581,93,93,14126,13,26,1456,13,52,3514,16,384,18581
202012,999,39150, ,Prescott Valley-Prescott  AZ ,1371,1371,416883,63,126,16563,3,12,1393,3,22,2045,1371,1371,416883,63,126,16563,3,12,1393,3,22,2045
202012,999,40060, ,Richmond  VA ,5310,5310,1055273,177,354,15657,65,247,28721,66,2128,188732,5253,5253,1048560,177,354,15657,65,247,28721,58,2088,185285
202012,999,41100, ,St. George  UT ,2256,2256,433869,1,2,450,0,0,0,15,288,38398,2250,2250,433537,1,2,450,0,0,0,15,288,38398
202012,999,41500, ,Salinas  CA ,214,214,50427,0,0,0,2,8,1189,20,300,28912,183,183,44641,0,0,0,2,8,1189,18,269,25015
202012,999,41660,C,San Angelo  TX ,686,686,143205,0,0,0,0,0,0,0,0,0,686,686,143205,0,0,0,0,0,0,0,0,0
202012,999,41740,C,San Diego-Chula Vista-Carlsbad  CA ,2898,2898,821309,45,90,17798,119,406,79329,193,6053,1076430,2613,2613,757886,40,80,15942,119,406,79329,179,5786,1042354
202012,999,42020, ,San Luis Obispo-Paso Robles  CA ,283,283,100351,0,0,0,1,3,277,0,0,0,283,283,100351,0,0,0,1,3,277,0,0,0
202012,999,42200, ,Santa Maria-Santa Barbara  CA ,149,149,74921,2,4,1120,0,0,0,0,0,0,149,149,74921,2,4,1120,0,0,0,0,0,0
202012,999,42540, ,Scranton--Wilkes-Barre  PA ,46,46,10158,6,12,800,0,0,0,0,0,0,38,38,8236,6,12,800,0,0,0,0,0,0
202012,999,43100, ,Sheboygan  WI ,15,15,5378,0,0,0,0,0,0,0,0,0,15,15,5378,0,0,0,0,0,0,0,0,0
202012,999,43420, ,Sierra Vista-Douglas  AZ ,319,319,53900,0,0,0,0,0,0,3,15,1448,97,97,16632,0,0,0,0,0,0,0,0,0
202012,999,43580, ,Sioux City  IA-NE-SD ,142,142,40269,0,0,0,6,18,0,0,0,0,22,22,6123,0,0,0,0,0,0,0,0,0
202012,999,43620, ,Sioux Falls  SD ,1521,1521,317111,14,28,4290,21,81,11139,78,1834,189701,1517,1517,316650,14,28,4290,21,81,11139,78,1834,189701
202012,999,44140, ,Springfield  MA ,27,27,7188,2,4,440,0,0,0,0,0,0,10,10,2679,0,0,0,0,0,0,0,0,0
202012,999,44180, ,Springfield  MO ,893,893,213764,52,104,11280,1,4,720,7,283,45465,788,788,190306,27,54,5129,1,4,720,0,0,0
202012,999,44940, ,Sumter  SC ,305,305,40080,8,16,991,3,12,993,0,0,0,305,305,40080,8,16,991,3,12,993,0,0,0
202012,999,45220, ,Tallahassee  FL ,1198,1198,225059,10,20,2216,0,0,0,41,1088,139043,409,409,69320,0,0,0,0,0,0,0,0,0
202012,999,45300,C,Tampa-St. Petersburg-Clearwater  FL ,16028,16028,4541754,36,72,9049,13,46,8535,67,3906,679309,15770,15770,4493123,32,64,7929,13,46,8535,57,3856,667602
202012,999,45460, ,Terre Haute  IN ,35,35,7473,16,32,3964,0,0,0,0,0,0,13,13,2836,8,16,2387,0,0,0,0,0,0
